レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202609080106,2026-09-08,01,6R,daily,68.49,25.96,72.73,14.24,41.51,5.13,50.0,10.9,50.0,4.18,60.41,52.33,19.84,40.25,7.88,41.87,5.17,50.0,10.9,50.0,4.18,47.97,52.57,19.93,49.28,9.64,66.52,8.22,50.0,10.9,50.0,4.18,52.87,47.29,17.93,43.86,8.59,53.24,6.58,50.0,10.9,50.0,4.18,48.17,44.66,16.93,42.06,8.23,50.09,6.19,50.0,10.9,50.0,4.18,46.43,34.48,13.07,42.06,8.23,57.83,7.15,50.0,10.9,50.0,4.18,43.53
202609080106,2026-09-08,01,6R,realtime,68.49,25.96,72.73,14.24,41.51,5.13,58.88,12.84,47.88,4.0,62.17,52.33,19.84,40.25,7.88,41.87,5.17,49.21,10.73,46.42,3.88,47.5,52.57,19.93,49.28,9.64,66.52,8.22,45.83,9.99,40.34,3.37,51.16,47.29,17.93,43.86,8.59,53.24,6.58,57.24,12.48,51.25,4.28,49.85,44.66,16.93,42.06,8.23,50.09,6.19,48.82,10.65,62.98,5.26,47.26,34.48,13.07,42.06,8.23,57.83,7.15,39.96,8.71,51.24,4.28,41.44
202609080107,2026-09-08,01,7R,daily,68.49,25.96,61.91,12.12,57.83,7.15,50.0,10.9,50.0,4.18,60.31,52.33,19.84,43.86,8.59,42.16,5.21,50.0,10.9,50.0,4.18,48.71,52.57,19.93,45.67,8.94,48.15,5.95,50.0,10.9,50.0,4.18,49.9,47.29,17.93,45.67,8.94,47.62,5.89,50.0,10.9,50.0,4.18,47.83,44.66,16.93,43.86,8.59,54.38,6.72,50.0,10.9,50.0,4.18,47.32,34.48,13.07,42.06,8.23,54.75,6.77,50.0,10.9,50.0,4.18,43.15
202609080108,2026-09-08,01,8R,daily,68.49,25.96,54.69,10.7,47.25,5.84,50.0,10.9,50.0,4.18,57.59,52.33,19.84,40.25,7.88,39.75,4.91,50.0,10.9,50.0,4.18,47.71,52.57,19.93,42.06,8.23,52.83,6.53,50.0,10.9,50.0,4.18,49.77,47.29,17.93,43.86,8.59,42.45,5.25,50.0,10.9,50.0,4.18,46.84,44.66,16.93,47.47,9.29,52.16,6.45,50.0,10.9,50.0,4.18,47.75,34.48,13.07,33.03,6.47,37.85,4.68,50.0,10.9,50.0,4.18,39.29
202609080109,2026-09-08,01,9R,daily,68.49,25.96,42.06,8.23,34.34,4.24,50.0,10.9,50.0,4.18,53.52,52.33,19.84,45.67,8.94,39.71,4.91,50.0,10.9,50.0,4.18,48.76,52.57,19.93,54.69,10.7,33.3,4.12,50.0,10.9,50.0,4.18,49.83,47.29,17.93,49.28,9.64,56.0,6.92,50.0,10.9,50.0,4.18,49.57,44.66,16.93,43.86,8.59,41.99,5.19,50.0,10.9,50.0,4.18,45.78,34.48,13.07,49.28,9.64,30.13,3.72,50.0,10.9,50.0,4.18,41.52
202609080110,2026-09-08,01,10R,daily,68.49,25.96,49.28,9.64,36.64,4.53,50.0,10.9,50.0,4.18,55.21,52.33,19.84,49.28,9.64,57.38,7.09,50.0,10.9,50.0,4.18,51.65,52.57,19.93,43.86,8.59,53.24,6.58,50.0,10.9,50.0,4.18,50.17,47.29,17.93,43.86,8.59,58.14,7.19,50.0,10.9,50.0,4.18,48.78,44.66,16.93,63.71,12.47,47.12,5.82,50.0,10.9,50.0,4.18,50.3,34.48,13.07,47.47,9.29,49.38,6.1,50.0,10.9,50.0,4.18,43.54
202609080111,2026-09-08,01,11R,daily,68.49,25.96,60.1,11.76,46.94,5.8,50.0,10.9,50.0,4.18,58.61,52.33,19.84,49.28,9.64,44.17,5.46,50.0,10.9,50.0,4.18,50.02,52.57,19.93,51.08,10.0,38.62,4.77,50.0,10.9,50.0,4.18,49.78,47.29,17.93,42.06,8.23,54.55,6.74,50.0,10.9,50.0,4.18,47.98,44.66,16.93,45.67,8.94,60.76,7.51,50.0,10.9,50.0,4.18,48.46,34.48,13.07,72.73,14.24,41.51,5.13,50.0,10.9,50.0,4.18,47.52
202609080112,2026-09-08,01,12R,daily,68.49,25.96,60.1,11.76,59.36,7.34,50.0,10.9,50.0,4.18,60.14,52.33,19.84,54.69,10.7,47.25,5.84,50.0,10.9,50.0,4.18,51.46,52.57,19.93,47.47,9.29,55.45,6.85,50.0,10.9,50.0,4.18,51.15,47.29,17.93,43.86,8.59,61.06,7.55,50.0,10.9,50.0,4.18,49.14,44.66,16.93,43.86,8.59,42.16,5.21,50.0,10.9,50.0,4.18,45.81,34.48,13.07,45.67,8.94,48.2,5.96,50.0,10.9,50.0,4.18,43.05
202609080301,2026-09-08,03,1R,daily,67.26,30.43,49.65,13.52,64.51,6.91,50.0,3.6,50.0,4.8,59.27,54.05,24.46,31.54,8.59,61.32,6.57,50.0,3.6,50.0,4.8,48.02,52.8,23.89,52.24,14.23,52.01,5.57,50.0,3.6,50.0,4.8,52.09,46.35,20.97,62.59,17.05,47.13,5.05,50.0,3.6,50.0,4.8,51.47,42.93,19.42,39.3,10.71,52.23,5.59,50.0,3.6,50.0,4.8,44.13,37.66,17.04,49.65,13.52,49.87,5.34,50.0,3.6,50.0,4.8,44.31
202609080301,2026-09-08,03,1R,realtime,67.26,30.43,49.65,13.52,64.51,6.91,45.17,3.26,53.52,5.13,59.26,54.05,24.46,31.54,8.59,61.32,6.57,69.51,5.01,48.53,4.65,49.28,52.8,23.89,52.24,14.23,52.01,5.57,49.6,3.58,46.17,4.43,51.69,46.35,20.97,62.59,17.05,47.13,5.05,54.02,3.89,43.31,4.15,51.12,42.93,19.42,39.3,10.71,52.23,5.59,42.96,3.1,54.5,5.23,44.05,37.66,17.04,49.65,13.52,49.87,5.34,38.54,2.78,54.23,5.2,43.89
202609080302,2026-09-08,03,2R,daily,67.26,30.43,44.48,12.12,68.95,7.39,50.0,3.6,50.0,4.8,58.33,54.05,24.46,52.24,14.23,59.05,6.32,50.0,3.6,50.0,4.8,53.41,52.8,23.89,39.3,10.71,36.15,3.87,50.0,3.6,50.0,4.8,46.87,46.35,20.97,39.3,10.71,51.52,5.52,50.0,3.6,50.0,4.8,45.6,42.93,19.42,47.07,12.82,55.55,5.95,50.0,3.6,50.0,4.8,46.6,37.66,17.04,52.24,14.23,27.72,2.97,50.0,3.6,50.0,4.8,42.64
202609080302,2026-09-08,03,2R,realtime,67.26,30.43,44.48,12.12,68.95,7.39,44.53,3.21,50.63,4.86,58.0,54.05,24.46,52.24,14.23,59.05,6.32,57.29,4.13,42.41,4.07,53.21,52.8,23.89,39.3,10.71,36.15,3.87,54.46,3.93,45.44,4.36,46.75,46.35,20.97,39.3,10.71,51.52,5.52,60.13,4.33,48.83,4.68,46.22,42.93,19.42,47.07,12.82,55.55,5.95,53.04,3.82,58.3,5.59,47.61,37.66,17.04,52.24,14.23,27.72,2.97,30.35,2.19,54.65,5.24,41.67
202609080303,2026-09-08,03,3R,daily,67.26,30.43,49.65,13.52,39.1,4.19,50.0,3.6,50.0,4.8,56.55,54.05,24.46,39.3,10.71,47.58,5.1,50.0,3.6,50.0,4.8,48.66,52.8,23.89,78.12,21.28,69.02,7.39,50.0,3.6,50.0,4.8,60.96,46.35,20.97,47.07,12.82,60.96,6.53,50.0,3.6,50.0,4.8,48.72,42.93,19.42,49.65,13.52,39.62,4.24,50.0,3.6,50.0,4.8,45.59,37.66,17.04,52.24,14.23,54.11,5.8,50.0,3.6,50.0,4.8,45.47
202609080303,2026-09-08,03,3R,realtime,67.26,30.43,49.65,13.52,39.1,4.19,39.41,2.84,50.63,4.86,55.84,54.05,24.46,39.3,10.71,47.58,5.1,56.93,4.1,42.41,4.07,48.43,52.8,23.89,78.12,21.28,69.02,7.39,67.71,4.88,45.44,4.36,61.8,46.35,20.97,47.07,12.82,60.96,6.53,42.1,3.04,48.83,4.68,48.04,42.93,19.42,49.65,13.52,39.62,4.24,42.1,3.04,58.3,5.59,45.82,37.66,17.04,52.24,14.23,54.11,5.8,51.54,3.72,54.65,5.24,46.02
202609080304,2026-09-08,03,4R,daily,67.26,30.43,49.65,13.52,47.6,5.1,50.0,3.6,50.0,4.8,57.46,54.05,24.46,49.65,13.52,30.32,3.25,50.0,3.6,50.0,4.8,49.63,52.8,23.89,52.24,14.23,65.11,6.97,50.0,3.6,50.0,4.8,53.5,46.35,20.97,54.83,14.93,56.86,6.09,50.0,3.6,50.0,4.8,50.4,42.93,19.42,49.65,13.52,64.33,6.89,50.0,3.6,50.0,4.8,48.24,37.66,17.04,41.89,11.41,48.31,5.17,50.0,3.6,50.0,4.8,42.03
202609080304,2026-09-08,03,4R,realtime,67.26,30.43,49.65,13.52,47.6,5.1,47.81,3.45,49.58,4.76,57.26,54.05,24.46,49.65,13.52,30.32,3.25,55.22,3.98,42.09,4.04,49.25,52.8,23.89,52.24,14.23,65.11,6.97,42.24,3.05,45.92,4.4,52.54,46.35,20.97,54.83,14.93,56.86,6.09,66.34,4.78,49.5,4.75,51.53,42.93,19.42,49.65,13.52,64.33,6.89,53.37,3.85,59.14,5.67,49.36,37.66,17.04,41.89,11.41,48.31,5.17,34.82,2.51,54.03,5.18,41.32
202609080305,2026-09-08,03,5R,daily,67.26,30.43,44.48,12.12,56.35,6.04,50.0,3.6,50.0,4.8,56.99,54.05,24.46,52.24,14.23,53.89,5.77,50.0,3.6,50.0,4.8,52.86,52.8,23.89,62.59,17.05,53.05,5.68,50.0,3.6,50.0,4.8,55.02,46.35,20.97,39.3,10.71,58.3,6.24,50.0,3.6,50.0,4.8,46.32,42.93,19.42,52.24,14.23,52.01,5.57,50.0,3.6,50.0,4.8,47.63,37.66,17.04,44.48,12.12,57.94,6.21,50.0,3.6,50.0,4.8,43.76
202609080305,2026-09-08,03,5R,realtime,67.26,30.43,44.48,12.12,56.35,6.04,58.38,4.21,49.58,4.76,57.55,54.05,24.46,52.24,14.23,53.89,5.77,50.73,3.66,42.09,4.04,52.15,52.8,23.89,62.59,17.05,53.05,5.68,49.21,3.55,45.92,4.4,54.57,46.35,20.97,39.3,10.71,58.3,6.24,59.9,4.32,49.5,4.75,46.99,42.93,19.42,52.24,14.23,52.01,5.57,52.26,3.77,59.14,5.67,48.66,37.66,17.04,44.48,12.12,57.94,6.21,29.34,2.12,54.03,5.18,42.66
202609080306,2026-09-08,03,6R,daily,67.26,30.43,52.24,14.23,59.18,6.34,50.0,3.6,50.0,4.8,59.4,54.05,24.46,44.48,12.12,68.95,7.39,50.0,3.6,50.0,4.8,52.36,52.8,23.89,47.07,12.82,38.75,4.15,50.0,3.6,50.0,4.8,49.26,46.35,20.97,47.07,12.82,27.42,2.94,50.0,3.6,50.0,4.8,45.13,42.93,19.42,52.24,14.23,51.71,5.54,50.0,3.6,50.0,4.8,47.59,37.66,17.04,47.07,12.82,49.79,5.33,50.0,3.6,50.0,4.8,43.6
202609080306,2026-09-08,03,6R,realtime,67.26,30.43,52.24,14.23,59.18,6.34,59.07,4.26,41.84,4.01,59.27,54.05,24.46,44.48,12.12,68.95,7.39,54.25,3.91,37.56,3.6,51.47,52.8,23.89,47.07,12.82,38.75,4.15,41.41,2.99,45.48,4.36,48.21,46.35,20.97,47.07,12.82,27.42,2.94,33.38,2.41,64.78,6.21,45.35,42.93,19.42,52.24,14.23,51.71,5.54,62.27,4.49,58.61,5.62,49.3,37.66,17.04,47.07,12.82,49.79,5.33,49.44,3.56,51.99,4.99,43.75
202609080307,2026-09-08,03,7R,daily,67.26,30.43,62.59,17.05,47.13,5.05,50.0,3.6,50.0,4.8,60.93,54.05,24.46,54.83,14.93,59.12,6.33,50.0,3.6,50.0,4.8,54.12,52.8,23.89,41.89,11.41,61.11,6.55,50.0,3.6,50.0,4.8,50.25,46.35,20.97,44.48,12.12,62.05,6.65,50.0,3.6,50.0,4.8,48.14,42.93,19.42,52.24,14.23,27.72,2.97,50.0,3.6,50.0,4.8,45.02,37.66,17.04,49.65,13.52,39.62,4.24,50.0,3.6,50.0,4.8,43.21
202609080307,2026-09-08,03,7R,realtime,67.26,30.43,62.59,17.05,47.13,5.05,50.0,3.6,41.84,4.01,60.15,54.05,24.46,54.83,14.93,59.12,6.33,50.0,3.6,37.56,3.6,52.93,52.8,23.89,41.89,11.41,61.11,6.55,50.0,3.6,45.48,4.36,49.81,46.35,20.97,44.48,12.12,62.05,6.65,50.0,3.6,64.78,6.21,49.55,42.93,19.42,52.24,14.23,27.72,2.97,50.0,3.6,58.61,5.62,45.85,37.66,17.04,49.65,13.52,39.62,4.24,50.0,3.6,51.99,4.99,43.4
202609080308,2026-09-08,03,8R,daily,67.26,30.43,49.65,13.52,32.81,3.51,50.0,3.6,50.0,4.8,55.87,54.05,24.46,44.48,12.12,47.69,5.11,50.0,3.6,50.0,4.8,50.08,52.8,23.89,49.65,13.52,64.51,6.91,50.0,3.6,50.0,4.8,52.73,46.35,20.97,78.12,21.28,69.02,7.39,50.0,3.6,50.0,4.8,58.04,42.93,19.42,39.3,10.71,51.52,5.52,50.0,3.6,50.0,4.8,44.05,37.66,17.04,49.65,13.52,48.15,5.16,50.0,3.6,50.0,4.8,44.12
202609080308,2026-09-08,03,8R,realtime,67.26,30.43,49.65,13.52,32.81,3.51,37.75,2.72,38.39,3.68,53.88,54.05,24.46,44.48,12.12,47.69,5.11,50.69,3.65,20.41,1.96,47.29,52.8,23.89,49.65,13.52,64.51,6.91,65.78,4.74,63.31,6.07,55.14,46.35,20.97,78.12,21.28,69.02,7.39,57.15,4.12,72.22,6.93,60.69,42.93,19.42,39.3,10.71,51.52,5.52,50.69,3.65,62.43,5.99,45.29,37.66,17.04,49.65,13.52,48.15,5.16,37.75,2.72,43.49,4.17,42.62
202609080309,2026-09-08,03,9R,daily,67.26,30.43,57.42,15.64,48.09,5.15,50.0,3.6,50.0,4.8,59.62,54.05,24.46,62.59,17.05,53.05,5.68,50.0,3.6,50.0,4.8,55.59,52.8,23.89,39.3,10.71,52.23,5.59,50.0,3.6,50.0,4.8,48.59,46.35,20.97,49.65,13.52,39.1,4.19,50.0,3.6,50.0,4.8,47.09,42.93,19.42,49.65,13.52,44.31,4.75,50.0,3.6,50.0,4.8,46.1,37.66,17.04,52.24,14.23,59.05,6.32,50.0,3.6,50.0,4.8,46.0
202609080309,2026-09-08,03,9R,realtime,67.26,30.43,57.42,15.64,48.09,5.15,45.51,3.28,41.28,3.96,58.46,54.05,24.46,62.59,17.05,53.05,5.68,50.86,3.67,26.53,2.54,53.4,52.8,23.89,39.3,10.71,52.23,5.59,61.55,4.44,64.04,6.14,50.77,46.35,20.97,49.65,13.52,39.1,4.19,31.27,2.25,66.7,6.4,47.34,42.93,19.42,49.65,13.52,44.31,4.75,50.86,3.67,58.64,5.62,46.99,37.66,17.04,52.24,14.23,59.05,6.32,59.77,4.31,43.06,4.13,46.04
202609080310,2026-09-08,03,10R,daily,67.26,30.43,57.42,15.64,35.86,3.84,50.0,3.6,50.0,4.8,58.31,54.05,24.46,39.3,10.71,36.15,3.87,50.0,3.6,50.0,4.8,47.44,52.8,23.89,52.24,14.23,56.85,6.09,50.0,3.6,50.0,4.8,52.61,46.35,20.97,47.07,12.82,49.79,5.33,50.0,3.6,50.0,4.8,47.53,42.93,19.42,54.83,14.93,56.86,6.09,50.0,3.6,50.0,4.8,48.85,37.66,17.04,39.3,10.71,47.58,5.1,50.0,3.6,50.0,4.8,41.24
202609080310,2026-09-08,03,10R,realtime,67.26,30.43,57.42,15.64,35.86,3.84,40.7,2.93,49.58,4.76,57.6,54.05,24.46,39.3,10.71,36.15,3.87,42.84,3.09,42.09,4.04,46.16,52.8,23.89,52.24,14.23,56.85,6.09,40.7,2.93,45.92,4.4,51.55,46.35,20.97,47.07,12.82,49.79,5.33,68.5,4.94,49.5,4.75,48.81,42.93,19.42,54.83,14.93,56.86,6.09,51.39,3.7,59.14,5.67,49.83,37.66,17.04,39.3,10.71,47.58,5.1,55.67,4.01,54.03,5.18,42.04
202609080311,2026-09-08,03,11R,daily,67.26,30.43,83.29,22.69,32.42,3.47,50.0,3.6,50.0,4.8,64.99,54.05,24.46,47.07,12.82,38.75,4.15,50.0,3.6,50.0,4.8,49.83,52.8,23.89,52.24,14.23,53.89,5.77,50.0,3.6,50.0,4.8,52.29,46.35,20.97,52.24,14.23,65.11,6.97,50.0,3.6,50.0,4.8,50.58,42.93,19.42,31.54,8.59,61.32,6.57,50.0,3.6,50.0,4.8,42.98,37.66,17.04,41.89,11.41,61.11,6.55,50.0,3.6,50.0,4.8,43.4
202609080311,2026-09-08,03,11R,realtime,67.26,30.43,83.29,22.69,32.42,3.47,48.17,3.47,51.02,4.89,64.96,54.05,24.46,47.07,12.82,38.75,4.15,40.42,2.91,45.15,4.33,48.67,52.8,23.89,52.24,14.23,53.89,5.77,37.33,2.69,46.28,4.44,51.02,46.35,20.97,52.24,14.23,65.11,6.97,60.55,4.37,46.74,4.48,51.03,42.93,19.42,31.54,8.59,61.32,6.57,65.19,4.7,57.24,5.49,44.77,37.66,17.04,41.89,11.41,61.11,6.55,48.17,3.47,53.82,5.16,43.63
202609080312,2026-09-08,03,12R,daily,67.26,30.43,54.83,14.93,59.12,6.33,50.0,3.6,50.0,4.8,60.1,54.05,24.46,52.24,14.23,51.71,5.54,50.0,3.6,50.0,4.8,52.63,52.8,23.89,47.07,12.82,55.55,5.95,50.0,3.6,50.0,4.8,51.06,46.35,20.97,52.24,14.23,40.73,4.36,50.0,3.6,50.0,4.8,47.97,42.93,19.42,52.24,14.23,54.11,5.8,50.0,3.6,50.0,4.8,47.85,37.66,17.04,49.65,13.52,30.32,3.25,50.0,3.6,50.0,4.8,42.21
202609080312,2026-09-08,03,12R,realtime,67.26,30.43,54.83,14.93,59.12,6.33,47.44,3.42,51.02,4.89,60.01,54.05,24.46,52.24,14.23,51.71,5.54,69.49,5.01,45.15,4.33,53.57,52.8,23.89,47.07,12.82,55.55,5.95,44.68,3.22,46.28,4.44,50.32,46.35,20.97,52.24,14.23,40.73,4.36,40.56,2.92,46.74,4.48,46.97,42.93,19.42,52.24,14.23,54.11,5.8,41.93,3.02,57.24,5.49,47.96,37.66,17.04,49.65,13.52,30.32,3.25,55.7,4.02,53.82,5.16,42.99
202609080401,2026-09-08,04,1R,daily,68.6,22.21,37.76,11.84,44.33,5.23,50.0,10.36,50.0,1.87,51.52,53.19,17.22,54.48,17.09,52.08,6.14,50.0,10.36,50.0,1.87,52.69,50.76,16.44,37.76,11.84,42.26,4.98,50.0,10.36,50.0,1.87,45.49,48.3,15.64,49.71,15.59,56.93,6.71,50.0,10.36,50.0,1.87,50.17,42.68,13.82,40.15,12.59,45.96,5.42,50.0,10.36,50.0,1.87,44.06,35.78,11.58,52.09,16.34,43.06,5.08,50.0,10.36,50.0,1.87,45.23
